method,attack,poison_frac,seed,all,rsna,kermany,asr,auroc_kerm_01,auroc_kerm_02,auroc_kerm_03,auroc_kerm_04,auroc_kerm_05,auroc_kerm_06,auroc_kerm_07,auroc_kerm_08,auroc_rsna_01,auroc_rsna_02,auroc_rsna_03,auroc_rsna_04,auroc_rsna_05,auroc_rsna_06,auroc_rsna_07,auroc_rsna_08,auroc_rsna_09,auroc_rsna_10,auroc_rsna_11,auroc_rsna_12
trimmed,loud,0.4,0,0.9818980310354573,0.9770874217445621,0.9871905491202715,0.4125840537944284,1.0,0.9992690058479532,0.9991666666666666,0.9953007518796992,0.9990009990009989,1.0,1.0,1.0,0.9917647058823529,0.9938271604938271,0.9930555555555556,0.9954545454545455,0.9960294951786727,0.9891737891737891,0.9986737400530504,0.9986111111111111,0.9974489795918368,0.9772727272727273,0.9991902834008097,0.9983805668016195
trimmed,loud,0.4,1,0.9834834322388878,0.9781397227083053,0.9879958584093703,0.4015369836695485,0.9911949685534591,0.9990370727010112,0.9969183359013868,1.0,1.0,1.0,1.0,1.0,0.9932203389830508,0.979937304075235,0.9732620320855615,0.9941690962099126,0.988034188034188,0.9982638888888888,0.9933894230769231,0.98,1.0,0.9868055555555556,0.980106100795756,0.990625
trimmed,loud,0.4,2,0.982533966219669,0.975369167298378,0.9881684246856058,0.6229586935638809,1.0,1.0,0.997584541062802,1.0,1.0,1.0,1.0,1.0,0.9901738473167044,0.9925925925925927,0.9902242668200116,0.9965967101531481,0.9971639251276234,0.9829545454545455,0.9749271137026239,0.9871504157218443,0.9993827160493827,0.9875366568914956,0.99609375,0.9806122448979592
trimmed,loud,0.4,3,0.9816272750894063,0.9753970334370049,0.9858711361332212,0.3482228626320845,0.9988095238095238,1.0,1.0,1.0,1.0,1.0,0.9953051643192489,1.0,0.9907341411261582,0.9860703812316716,0.9957932692307692,0.9953996549741231,0.9874141876430206,0.9936745255894193,0.9864197530864197,0.9897959183673469,0.9840848806366047,0.9972222222222222,0.9834558823529411,0.9988425925925926
trimmed,loud,0.4,4,0.9834859350249436,0.9775942076216251,0.9858495653486917,0.7041306436119116,1.0,1.0,1.0,0.9936507936507937,1.0,1.0,1.0,1.0,0.9987004548408057,0.9962382445141066,0.9875222816399287,0.9914529914529914,0.9988636363636363,0.9693181818181817,0.9981191222570533,0.9876470588235295,1.0,0.9948979591836735,1.0,0.9981617647058824
invariant,none,0.0,0,0.9749260654246477,0.9702677746999075,0.9849939242290242,0.021133525456292025,0.9985380116959064,1.0,0.9974999999999999,0.9953007518796992,0.9950049950049951,1.0,1.0,1.0,0.9664705882352942,0.9697530864197531,0.9635416666666666,0.9818181818181819,0.9858196256381169,0.9715099715099715,0.9761273209549073,0.9805555555555556,0.9834183673469388,0.9486803519061583,0.9846153846153847,0.982995951417004
invariant,none,0.0,1,0.9754574524095232,0.9702876116121506,0.984882475175622,0.028338136407300672,0.9893081761006289,0.9990370727010112,0.9845916795069337,0.9962335216572504,0.9976744186046511,0.9916083916083915,0.9980842911877394,1.0,0.9606779661016949,0.961755485893417,0.9376114081996435,0.9842565597667638,0.966951566951567,0.9924768518518519,0.9759615384615384,0.9623529411764706,0.9768025078369906,0.9597222222222223,0.9608753315649867,0.9507812499999999
invariant,none,0.0,2,0.9774947202590519,0.9696476350385994,0.9842964688625725,0.028338136407300672,0.9962462462462462,0.9937839937839938,0.9903381642512078,0.9987179487179487,0.9953183520599251,0.9980842911877394,1.0,1.0,0.9818594104308389,0.9679012345679012,0.9660724554341575,0.9846851956891662,0.9852524106636416,0.9721590909090909,0.956268221574344,0.9712773998488283,0.9882716049382716,0.9604105571847508,0.9921875,0.9642857142857143
invariant,none,0.0,3,0.9760754130393333,0.9704406392208816,0.9841850198091704,0.04562920268972142,0.9958333333333333,0.9988851727982163,1.0,1.0,0.9975757575757576,1.0,0.9953051643192489,1.0,0.9814682822523164,0.9516129032258064,0.9837740384615384,0.9769982748706154,0.9479405034324944,0.9787234042553191,0.9666666666666667,0.9559948979591838,0.9681697612732095,0.9930555555555556,0.9678308823529413,0.9907407407407408
invariant,none,0.0,4,0.9768237460700571,0.970829348239356,0.9829087483911789,0.0446685878962536,1.0,0.9993827160493828,0.9881422924901185,0.9714285714285714,1.0,1.0,1.0,1.0,0.9733593242365173,0.9567398119122257,0.970291146761735,0.9698005698005698,0.9750000000000001,0.9426136363636364,0.9843260188087775,0.9641176470588235,0.9951923076923077,0.9891581632653061,0.9944444444444444,0.984375
