method,attack,seed,round,client,is_attacker,norm
fedavg,True,1,3,rsna_a,False,41.70126724243164
fedavg,True,1,3,kerm_b,False,68.9222183227539
fedavg,True,1,3,rsna_c,False,36.65972137451172
fedavg,True,1,3,kerm_a,False,30.87626075744629
fedavg,True,1,4,kerm_b,False,100.38740539550781
fedavg,True,1,4,rsna_b,False,39.0074348449707
fedavg,True,1,4,rsna_c,False,35.123592376708984
fedavg,True,1,4,rsna_a,False,47.90464782714844
fedavg,True,1,5,rsna_a,False,64.77223205566406
fedavg,True,1,5,rsna_b,False,52.33644104003906
fedavg,True,1,5,kerm_a,False,47.17243576049805
fedavg,True,1,5,rsna_c,False,45.27388000488281
fedavg,True,1,6,rsna_b,False,42.8061637878418
fedavg,True,1,6,rsna_c,False,37.36250305175781
fedavg,True,1,6,kerm_a,False,43.10602951049805
fedavg,True,1,6,rsna_a,False,55.85520553588867
fedavg,True,1,7,rsna_c,False,41.04705047607422
fedavg,True,1,7,rsna_a,False,54.422603607177734
fedavg,True,1,7,kerm_b,False,50.62238311767578
fedavg,True,1,7,kerm_a,False,46.261199951171875
fedavg,True,1,8,kerm_a,False,56.06181335449219
fedavg,True,1,8,kerm_b,False,45.632659912109375
fedavg,True,1,8,rsna_c,False,41.874114990234375
fedavg,True,1,8,rsna_a,False,52.54801559448242
fedavg,True,1,9,rsna_b,False,71.8980712890625
fedavg,True,1,9,kerm_b,False,53.035072326660156
